33.333333333333336;17071192931055830641
41.666666666666664;12509042843861084611
30.0;12420687085793114939
63.63636363636363;14236304154744064837
12.5;11178297001292610221
33.333333333333336;16335784063731023303
50.0;18391960493238306041
44.44444444444444;17613700378320780563
33.333333333333336;17283929685315087589
50.0;13508786083571445361
11.11111111111111;12697033553805288491
41.666666666666664;14462127349180027243
33.333333333333336;9711574718916056507
37.5;10226463703502308481
30.0;17922157016717913007
44.44444444444444;14625459717359947139
45.45454545454545;11601549719917607011
18.181818181818183;13186247401177941449
10.0;11815516852260740063
38.46153846153846;14964826206970225501
16.666666666666668;10545133223902279241
81.81818181818181;12951208902957078847
25.0;12033045306893193073
20.0;15535423512665577743
27.272727272727273;12968316368778335093
50.0;9833955992292041809
25.0;13958650187056590479
10.0;17236875833357712919
45.45454545454545;10037420246374052041
14.285714285714286;13004863331063187137
36.36363636363637;14372401378455987679
54.54545454545455;17326325367579121513
18.181818181818183;18312923781226995299
9.090909090909092;17118233089575536389
44.44444444444444;15778800822319549013
10.0;18385238420578232557
37.5;12531860111551813399
10.0;16188277807371475291
42.857142857142854;11982497353600390537
33.333333333333336;17285394126044482937
55.55555555555556;14735771388105508253
0.0;14775683872961391761
30.0;14935364506500974101
33.333333333333336;18191454373136702237
18.181818181818183;18010203865799220541
10.0;14282250989331942059
9.090909090909092;10876083439898808541
44.44444444444444;15224152419148023391
33.333333333333336;9682727971268975167
20.0;12301900401612466681
62.5;17536354783555223299
18.181818181818183;14608867756822580687
23.076923076923077;10980934717143738089
25.0;13341179072247475243
37.5;17753590039653315493
27.272727272727273;10018500997024547263
30.0;15210936381122096233
30.0;16193313178548127879
10.0;12458121343865755513
40.0;13037403507627962377
54.54545454545455;9926933628998485591
80.0;10547152376326335223
10.0;17725764880727513257
30.76923076923077;12123404202503435819
10.0;13991558763057875297
20.0;13671356610434086481
22.22222222222222;15682516673887036247
36.36363636363637;10661423847562633037
25.0;16816488189117846269
0.0;13618792218861661807
66.66666666666667;14433667099231567601
50.0;11259744237254030471
20.0;11963910983817955607
12.5;17712791085362557669
30.0;15130320320770374157
10.0;12574470851782518629
50.0;14390677474581783191
72.72727272727273;14954967177192210251
0.0;10171857054520140281
33.333333333333336;11699723529949470053
16.666666666666668;15854650651010490983
40.0;12587687580888885427
60.0;14388324595372377103
25.0;17244167820274709231
55.55555555555556;14347302993687700627
33.333333333333336;17861745939576758627
40.0;17193576315736822717
25.0;16485705385127404273
10.0;9744403477954891607
12.5;17203831471830005957
50.0;13169445904995978607
27.272727272727273;13837602393473873881
60.0;16812068123690370857
0.0;12222220265224284487
30.0;16979717210651911951
22.22222222222222;18302541783857518937
40.0;15948717411759636313
10.0;12522425245425459997
33.333333333333336;17230889792184764167
0.0;15493437100631768111
41.666666666666664;10251563777115568813
11.11111111111111;15752648002539466241
30.0;9915632032840445819
